WBGeneID,Sequence.name,tissue
WBGene00006794,unc-60,ubiquitous
WBGene00006795,unc-61,ubiquitous
WBGene00006802,unc-69,ubiquitous
WBGene00006804,unc-71,ubiquitous
WBGene00006805,unc-73,ubiquitous
WBGene00006808,unc-76,ubiquitous
WBGene00006810,unc-78,ubiquitous
WBGene00006816,unc-84,ubiquitous
WBGene00006819,unc-87,ubiquitous
WBGene00006823,unc-94,ubiquitous
WBGene00006824,unc-95,ubiquitous
WBGene00006826,unc-97,ubiquitous
WBGene00006829,unc-101,ubiquitous
WBGene00006833,unc-108,ubiquitous
WBGene00006836,unc-112,ubiquitous
WBGene00006839,unc-115,ubiquitous
WBGene00006840,unc-116,ubiquitous
WBGene00006856,usp-14,ubiquitous
WBGene00006868,vab-1,ubiquitous
WBGene00006869,vab-2,ubiquitous
WBGene00006888,vbh-1,ubiquitous
WBGene00006889,pfd-3,ubiquitous
WBGene00006890,vem-1,ubiquitous
WBGene00006910,vha-1,ubiquitous
WBGene00006911,vha-2,ubiquitous
WBGene00006913,vha-4,ubiquitous
WBGene00006917,vha-8,ubiquitous
WBGene00006918,vha-9,ubiquitous
WBGene00006920,vha-11,ubiquitous
WBGene00006921,vha-12,ubiquitous
WBGene00006923,vhp-1,ubiquitous
WBGene00006924,vig-1,ubiquitous
WBGene00006932,vps-34,ubiquitous
WBGene00006937,wah-1,ubiquitous
WBGene00006943,wrm-1,ubiquitous
WBGene00006946,prx-10,ubiquitous
WBGene00006957,wsp-1,ubiquitous
WBGene00006959,xbp-1,ubiquitous
WBGene00006962,xol-1,epithelial-system
WBGene00006963,xpa-1,ubiquitous
WBGene00006968,yars-2,reproductive-system
WBGene00006974,zen-4,ubiquitous
WBGene00006975,zfp-1,ubiquitous
WBGene00006977,zif-1,ubiquitous
WBGene00006978,zig-1,ubiquitous
WBGene00006979,zig-2,nervous-system
WBGene00006981,zig-4,nervous-system
WBGene00006986,zip-1,nervous-system
WBGene00006988,zyg-1,ubiquitous
WBGene00006994,zyg-9,ubiquitous
WBGene00006996,zyg-11,ubiquitous
WBGene00007006,npr-3,nervous-system
WBGene00007009,wwp-1,ubiquitous
WBGene00007010,alx-1,ubiquitous
WBGene00007013,mdt-8,ubiquitous
WBGene00007018,mdt-18,ubiquitous
WBGene00007019,mdt-19,ubiquitous
WBGene00007020,mdt-20,ubiquitous
WBGene00007022,mdt-22,ubiquitous
WBGene00007023,mdt-27,ubiquitous
WBGene00007024,plin-1,ubiquitous
WBGene00007025,mdt-29,ubiquitous
WBGene00007026,mdt-31,ubiquitous
WBGene00007028,trr-1,ubiquitous
WBGene00007029,mys-1,ubiquitous
WBGene00007042,pbrm-1,ubiquitous
WBGene00007043,algn-10,reproductive-system
WBGene00007048,nfx-1,ubiquitous
WBGene00007053,chd-7,ubiquitous
WBGene00007062,ebp-3,nervous-system
WBGene00007063,2L52.1,ubiquitous
WBGene00007064,rga-9,nervous-system
WBGene00007075,AC8.3,muscular-system
WBGene00007080,sfxn-1.1,reproductive-system
WBGene00007081,AH6.3,reproductive-system
WBGene00007082,acs-10,reproductive-system
WBGene00007083,AH10.2,nervous-system
WBGene00007085,AH10.4,muscular-system
WBGene00007088,B0001.3,ubiquitous
WBGene00007089,B0001.4,ubiquitous
WBGene00007090,B0001.5,ubiquitous
WBGene00007091,eri-12,ubiquitous
WBGene00007092,B0001.7,reproductive-system
WBGene00007093,B0001.8,ubiquitous
WBGene00007094,B0019.2,reproductive-system
WBGene00007099,trx-2,ubiquitous
WBGene00007100,asps-1,ubiquitous
WBGene00007101,B0024.11,ubiquitous
WBGene00007105,znf-207,ubiquitous
WBGene00007107,pfd-4,ubiquitous
WBGene00007110,leo-1,ubiquitous
WBGene00007111,sart-3,reproductive-system
WBGene00007115,B0198.2,nervous-system
WBGene00007117,spe-42,reproductive-system
WBGene00007118,npp-22,reproductive-system
WBGene00007122,B0250.5,ubiquitous
WBGene00007124,B0250.7,reproductive-system
WBGene00007136,B0285.3,ubiquitous
WBGene00007137,lcmt-1,ubiquitous
WBGene00007143,B0334.3,ubiquitous
WBGene00007144,B0334.4,ubiquitous
WBGene00007145,B0334.5,ubiquitous
WBGene00007148,B0334.10,reproductive-system
WBGene00007150,acly-2,ubiquitous
WBGene00007153,clec-41,intestine
WBGene00007164,fbxa-139,reproductive-system
WBGene00007169,B0393.4,reproductive-system
WBGene00007173,B0393.8,reproductive-system
WBGene00007175,B0395.3,nervous-system
WBGene00007177,oac-1,nervous-system
WBGene00007179,B0457.4,reproductive-system
WBGene00007183,B0462.4,epithelial-system
WBGene00007185,nlp-36,ubiquitous
WBGene00007190,rmd-3,reproductive-system
WBGene00007191,lgc-20,nervous-system
WBGene00007192,nduf-11,ubiquitous
WBGene00007193,B0491.6,ubiquitous
WBGene00007195,thoc-7,ubiquitous
WBGene00007201,exos-4.1,ubiquitous
WBGene00007202,B0564.2,reproductive-system
WBGene00007214,C01A2.2,epithelial-system
WBGene00007217,tads-1,ubiquitous
WBGene00007218,C01A2.6,nervous-system
WBGene00007219,nlp-38,nervous-system
WBGene00007221,cpna-3,reproductive-system
WBGene00007222,C01F6.2,reproductive-system
WBGene00007223,C01F6.9,ubiquitous
WBGene00007224,C01G6.2,reproductive-system
WBGene00007225,C01G6.3,ubiquitous
WBGene00007226,C01G6.4,ubiquitous
WBGene00007229,C01G6.9,epithelial-system
WBGene00007232,C01G10.5,nervous-system
WBGene00007235,ahsa-1,ubiquitous
WBGene00007237,C01G10.10,ubiquitous
WBGene00007239,C01G10.14,nervous-system
WBGene00007241,txt-12,nervous-system
WBGene00007243,nspb-7,epithelial-system
WBGene00007245,C01G12.5,reproductive-system
WBGene00007247,C01G12.7,nervous-system
WBGene00007248,catp-4,reproductive-system
WBGene00007249,C01G12.9,reproductive-system
WBGene00007255,cnnm-4,reproductive-system
WBGene00007256,swsn-9,ubiquitous
WBGene00007265,C02F4.5,muscular-system
WBGene00007268,C03A3.3,nervous-system
WBGene00007269,C03C10.2,reproductive-system
WBGene00007270,rei-1,reproductive-system
WBGene00007273,C03C10.7,nervous-system
WBGene00007279,C03E10.1,nervous-system
WBGene00007281,C03E10.3,nervous-system
WBGene00007283,clec-222,reproductive-system
WBGene00007284,C03H12.1,ubiquitous
WBGene00007286,C04A11.2,nervous-system
WBGene00007295,C04C11.1,muscular-system
WBGene00007304,ttr-39,nervous-system
WBGene00007309,C04G2.10,reproductive-system
WBGene00007311,C04H4.1,nervous-system
WBGene00007314,gcy-29,nervous-system
WBGene00007321,C05B5.4,nervous-system
WBGene00007326,C05C9.2,nervous-system
WBGene00007328,pho-10,reproductive-system
WBGene00007329,C05C10.2,ubiquitous
WBGene00007330,C05C10.3,ubiquitous
WBGene00007332,C05C10.5,reproductive-system
WBGene00007335,C05C12.1,epithelial-system
WBGene00007346,frpr-2,nervous-system
WBGene00007351,C05G5.5,nervous-system
WBGene00007352,cdc-48.1,ubiquitous
WBGene00007354,C06A1.3,reproductive-system
WBGene00007355,rpb-6,ubiquitous
WBGene00007358,lact-6,intestine
WBGene00007360,C06B3.1,nervous-system
WBGene00007363,stdh-1,ubiquitous
WBGene00007367,nhr-150,epithelial-system
WBGene00007369,C06B8.3,nervous-system
WBGene00007370,str-264,nervous-system
WBGene00007377,C06C3.7,muscular-system
WBGene00007378,lido-17,reproductive-system
WBGene00007381,C06C6.7,reproductive-system
WBGene00007383,C06C6.9,reproductive-system
WBGene00007389,glb-3,nervous-system
WBGene00007400,bud-31,ubiquitous
WBGene00007401,C07A9.5,intestine
WBGene00007405,C07A9.9,ubiquitous
WBGene00007408,C07B5.3,nervous-system
WBGene00007410,C07B5.6,reproductive-system
WBGene00007411,C07C7.1,nervous-system
WBGene00007412,stip-1,reproductive-system
WBGene00007415,C07E3.4,reproductive-system
WBGene00007417,ceh-58,ubiquitous
WBGene00007426,C08B6.5,nervous-system
WBGene00007428,wdr-20,ubiquitous
WBGene00007429,C08B6.8,ubiquitous
WBGene00007431,C08B6.11,intestine
WBGene00007433,swsn-7,ubiquitous
WBGene00007442,C08E8.6,nervous-system
WBGene00007443,pfd-1,ubiquitous
WBGene00007444,C08F8.2,reproductive-system
WBGene00007446,mboa-4,reproductive-system
WBGene00007452,C08F11.3,intestine
WBGene00007457,C08F11.10,reproductive-system
WBGene00007463,vgln-1,ubiquitous
WBGene00007464,algn-8,reproductive-system
WBGene00007465,chil-1,nervous-system
WBGene00007466,chil-2,nervous-system
WBGene00007467,chil-3,nervous-system
WBGene00007482,C09F12.2,intestine
WBGene00007484,C09G1.2,nervous-system
WBGene00007486,C09G1.4,nervous-system
WBGene00007487,C09G1.5,nervous-system
WBGene00007488,dph-2,reproductive-system
WBGene00007490,mks-5,nervous-system
WBGene00007492,C09G9.1,ubiquitous
WBGene00007493,npp-23,ubiquitous
WBGene00007494,C09G9.3,nervous-system
WBGene00007495,C09G9.5,nervous-system
WBGene00007499,C09H10.5,ubiquitous
WBGene00007500,nasp-1,ubiquitous
WBGene00007501,apc-17,reproductive-system
WBGene00007507,C10C5.3,nervous-system
WBGene00007514,catp-8,ubiquitous
WBGene00007525,C11G10.1,epithelial-system
WBGene00007528,C11H1.2,ubiquitous
WBGene00007534,fubl-1,ubiquitous
WBGene00007535,ttr-19,nervous-system
WBGene00007537,fipr-8,nervous-system
WBGene00007538,C12D8.9,nervous-system
WBGene00007542,C12D8.15,nervous-system
WBGene00007551,C13C4.7,muscular-system
WBGene00007555,dohh-1,ubiquitous
WBGene00007556,algn-9,ubiquitous
WBGene00007558,C14A4.7,intestine
WBGene00007561,ccm-3,ubiquitous
WBGene00007563,C14A4.13,reproductive-system
WBGene00007564,mrps-22,ubiquitous
WBGene00007565,clec-48,intestine
WBGene00007567,C14A6.3,reproductive-system
WBGene00007569,C14A6.5,nervous-system
WBGene00007576,dph-1,ubiquitous
WBGene00007583,C14B4.2,nervous-system
WBGene00007586,ril-2,ubiquitous
WBGene00007587,mma-1,ubiquitous
WBGene00007588,C14C10.5,ubiquitous
WBGene00007595,C15A7.2,nervous-system
WBGene00007599,C15A11.7,epithelial-system
WBGene00007600,C15C6.1,epithelial-system
WBGene00007603,popl-4,ubiquitous
WBGene00007604,xbx-9,nervous-system
WBGene00007607,C15C8.5,nervous-system
WBGene00007609,C15C8.7,ubiquitous
WBGene00007610,C15H7.3,reproductive-system
WBGene00007616,rpoa-12,ubiquitous
WBGene00007621,C16C2.4,ubiquitous
WBGene00007626,rnf-121,ubiquitous
WBGene00007628,C16C10.8,ubiquitous
WBGene00007630,har-1,ubiquitous
WBGene00007632,C16C10.13,reproductive-system
WBGene00007637,dhhc-7,ubiquitous
WBGene00007640,pcmd-1,reproductive-system
WBGene00007646,nkb-1,ubiquitous
WBGene00007648,folr-1,nervous-system
WBGene00007651,nra-3,ubiquitous
WBGene00007653,cysl-1,ubiquitous
WBGene00007657,pals-3,excretory-system
WBGene00007658,pals-4,nervous-system
WBGene00007662,pals-8,nervous-system
WBGene00007666,C18B12.4,ubiquitous
WBGene00007670,stg-1,nervous-system
WBGene00007672,fbxa-136,nervous-system
WBGene00007681,C18D11.3,reproductive-system
WBGene00007683,C18E9.2,ubiquitous
WBGene00007684,C18E9.4,ubiquitous
WBGene00007686,tomm-40,ubiquitous
WBGene00007687,C18E9.7,nervous-system
WBGene00007690,sftd-3,ubiquitous
WBGene00007692,cest-9.1,intestine
WBGene00007693,cest-7,intestine
WBGene00007696,tram-1,ubiquitous
WBGene00007698,qns-1,ubiquitous
WBGene00007699,C24H11.1,reproductive-system
WBGene00007700,C24H11.2,reproductive-system
WBGene00007703,gbf-1,nervous-system
WBGene00007705,C25A1.1,ubiquitous
WBGene00007708,nola-3,ubiquitous
WBGene00007713,C25A1.15,epithelial-system
WBGene00007724,C25F9.4,intestine
WBGene00007728,C25F9.9,intestine
WBGene00007730,C25G4.2,ubiquitous
WBGene00007735,C25G4.8,reproductive-system
WBGene00007742,C26C6.8,nervous-system
WBGene00007743,C26C6.9,intestine
WBGene00007744,C26D10.3,reproductive-system
WBGene00007751,C26G2.2,nervous-system
WBGene00007752,wdfy-3,nervous-system
WBGene00007759,C27A7.9,nervous-system
WBGene00007775,acd-3,intestine
WBGene00007777,C27D8.1,reproductive-system
WBGene00007784,ruvb-1,ubiquitous
WBGene00007786,rmd-2,ubiquitous
WBGene00007787,C27H6.8,ubiquitous
WBGene00007789,C28A5.2,reproductive-system
WBGene00007792,C28D4.4,reproductive-system
WBGene00007794,C28D4.7,reproductive-system
WBGene00007795,C28D4.8,reproductive-system
WBGene00007808,best-7,intestine
WBGene00007809,C29F4.3,nervous-system
WBGene00007813,jmjd-3.3,reproductive-system
WBGene00007819,C30F2.5,muscular-system
WBGene00007822,clec-202,nervous-system
WBGene00007825,C30H6.8,ubiquitous
WBGene00007827,trh-1,nervous-system
WBGene00007829,oac-5,intestine
WBGene00007833,oac-6,intestine
WBGene00007836,C31C9.2,ubiquitous
WBGene00007848,cytb-5.1,ubiquitous
WBGene00007849,tbc-19,nervous-system
WBGene00007853,C31G12.4,reproductive-system
WBGene00007859,mrps-31,muscular-system
WBGene00007860,rilp-1,ubiquitous
WBGene00007864,irg-6,intestine
WBGene00007868,C32H11.5,nervous-system
WBGene00007869,C32H11.6,epithelial-system
WBGene00007872,C32H11.9,intestine
WBGene00007877,nfki-1,ubiquitous
WBGene00007878,C33A11.2,ubiquitous
WBGene00007880,C33A12.1,ubiquitous
WBGene00007881,nlp-35,nervous-system
WBGene00007882,C33A12.3,ubiquitous
WBGene00007883,C33A12.4,nervous-system
WBGene00007885,ugt-21,intestine
WBGene00007887,gadr-2,reproductive-system
WBGene00007892,C33B4.4,ubiquitous
WBGene00007893,C33B4.5,nervous-system
WBGene00007895,C33D3.4,nervous-system
WBGene00007905,C33G3.5,reproductive-system
WBGene00007917,C34C6.4,ubiquitous
WBGene00007918,sphk-1,ubiquitous
WBGene00007921,C34C12.2,ubiquitous
WBGene00007922,pph-6,ubiquitous
WBGene00007928,C34C12.9,muscular-system
WBGene00007931,C34D1.4,nervous-system
WBGene00007935,C34E11.2,nervous-system
WBGene00007937,C34E11.4,intestine
WBGene00007941,C34F6.7,nervous-system
WBGene00007948,C35A5.4,reproductive-system
WBGene00007952,C35A5.8,ubiquitous
WBGene00007955,selt-1.1,ubiquitous
WBGene00007965,C36A4.4,reproductive-system
WBGene00007966,maph-1.3,ubiquitous
WBGene00007969,acs-19,ubiquitous
WBGene00007971,rpb-3,ubiquitous
WBGene00007972,prp-4,ubiquitous
WBGene00007976,C36B1.9,nervous-system
WBGene00007979,imp-1,ubiquitous
WBGene00007980,C36E8.1,ubiquitous
WBGene00007983,C36E8.4,nervous-system
WBGene00007991,C37A5.7,reproductive-system
WBGene00007997,sre-13,nervous-system
WBGene00008000,slc-17.2,ubiquitous
WBGene00008009,fbxa-171,nervous-system
WBGene00008016,C38D9.8,epithelial-system
WBGene00008017,fbxa-176,intestine
WBGene00008022,lgc-41,nervous-system
WBGene00008025,C39B10.5,nervous-system
WBGene00008028,scl-6,intestine
WBGene00008030,scl-8,reproductive-system
WBGene00008033,spin-2,nervous-system
WBGene00008035,C39E9.12,reproductive-system
WBGene00008039,C40H1.3,nervous-system
WBGene00008041,ufc-1,ubiquitous
WBGene00008051,lron-4,nervous-system
WBGene00008052,ctns-1,ubiquitous
WBGene00008054,C41C4.9,muscular-system
WBGene00008059,C41G6.13,epithelial-system
WBGene00008068,sdz-6,intestine
WBGene00008070,C43D7.8,reproductive-system
WBGene00008074,nkb-2,reproductive-system
WBGene00008075,C43F9.7,nervous-system
WBGene00008076,lgc-43,epithelial-system
WBGene00008078,vps-50,nervous-system
WBGene00008079,C44B9.2,reproductive-system
WBGene00008080,C44B9.3,reproductive-system
WBGene00008085,smcl-1,reproductive-system
WBGene00008089,C44C10.9,nervous-system
WBGene00008090,C44C10.10,nervous-system
WBGene00008096,C44H4.8,nervous-system
WBGene00008097,ugt-15,intestine
WBGene00008106,C45B11.5,reproductive-system
WBGene00008110,C46C2.2,ubiquitous
WBGene00008117,gsr-1,ubiquitous
WBGene00008118,madf-8,ubiquitous
WBGene00008120,C46F11.5,ubiquitous
WBGene00008129,C47A10.12,nervous-system
WBGene00008131,C47B2.2,ubiquitous
WBGene00008132,gale-1,ubiquitous
WBGene00008133,efsc-1,reproductive-system
WBGene00008134,C47B2.9,reproductive-system
WBGene00008136,C47D12.2,reproductive-system
WBGene00008142,C47E8.3,nervous-system
WBGene00008143,C47E8.4,ubiquitous
WBGene00008144,gasr-8,nervous-system
WBGene00008146,C47E8.9,nervous-system
WBGene00008149,pyp-1,ubiquitous
WBGene00008154,C47E12.11,reproductive-system
WBGene00008158,nhr-165,epithelial-system
WBGene00008160,glct-4,nervous-system
WBGene00008162,C47F8.6,reproductive-system
WBGene00008164,C47G2.3,ubiquitous
WBGene00008166,saps-1,ubiquitous
WBGene00008173,C48B4.10,reproductive-system
WBGene00008175,C48B4.12,reproductive-system
WBGene00008180,C48D5.3,muscular-system
WBGene00008185,best-10,reproductive-system
WBGene00008190,clec-114,nervous-system
WBGene00008198,C49C3.8,ubiquitous
WBGene00008200,C49C3.10,intestine
WBGene00008201,C49C3.11,reproductive-system
WBGene00008206,set-6,ubiquitous
WBGene00008208,nhr-167,nervous-system
WBGene00008209,C49F5.5,coelomic-system
WBGene00008213,C49F8.1,nervous-system
WBGene00008217,C50B6.1,muscular-system
WBGene00008219,C50B6.3,ubiquitous
WBGene00008224,slrp-1,ubiquitous
WBGene00008225,nuaf-1,ubiquitous
WBGene00008230,pfk-1.2,reproductive-system
WBGene00008231,tag-329,reproductive-system
WBGene00008233,C50F4.8,epithelial-system
WBGene00008235,C50F4.10,reproductive-system
WBGene00008237,nstp-10,ubiquitous
WBGene00008241,C50H2.5,nervous-system
WBGene00008243,C50H2.7,reproductive-system
WBGene00008244,fipr-11,reproductive-system
WBGene00008245,fipr-10,reproductive-system
WBGene00008247,srsx-26,muscular-system
WBGene00008248,srsx-27,nervous-system
WBGene00008249,srsx-28,nervous-system
WBGene00008250,srsx-29,nervous-system
WBGene00008257,C52A11.3,nervous-system
WBGene00008261,C52G5.3,nervous-system
WBGene00008262,ril-1,ubiquitous
WBGene00008263,C53A5.2,ubiquitous
WBGene00008265,kcnl-4,ubiquitous
WBGene00008269,C53A5.11,nervous-system
WBGene00008274,pdzd-8,ubiquitous
WBGene00008280,acc-2,nervous-system
WBGene00008281,C53D6.4,ubiquitous
WBGene00008285,C53D6.8,reproductive-system
WBGene00008287,C54C6.5,nervous-system
WBGene00008288,C54C6.6,ubiquitous
WBGene00008289,nhr-169,muscular-system
WBGene00008290,bgnt-1.8,epithelial-system
WBGene00008292,C54C8.4,epithelial-system
WBGene00008297,cdr-3,nervous-system
WBGene00008298,C54D10.3,nervous-system
WBGene00008299,C54D10.4,reproductive-system
WBGene00008308,C54E10.3,nervous-system
WBGene00008312,C54G4.2,reproductive-system
WBGene00008313,C54G4.3,reproductive-system
WBGene00008314,C54G4.4,nervous-system
WBGene00008316,dod-18,reproductive-system
WBGene00008317,C54G4.7,muscular-system
WBGene00008321,C55A1.1,nervous-system
WBGene00008331,ttll-5,ubiquitous
WBGene00008339,C55A6.10,ubiquitous
WBGene00008340,C55A6.11,intestine
WBGene00008342,frpr-5,nervous-system
WBGene00008343,C56A3.4,ubiquitous
WBGene00008344,C56A3.5,ubiquitous
WBGene00008358,nspc-18,excretory-system
WBGene00008364,slc-25A26,ubiquitous
WBGene00008376,D1054.9,nervous-system
WBGene00008377,D1054.10,ubiquitous
WBGene00008380,prp-38,ubiquitous
WBGene00008401,D2005.6,nervous-system
WBGene00008403,csa-1,reproductive-system
WBGene00008404,wbp-2,ubiquitous
WBGene00008405,ttll-12,ubiquitous
WBGene00008409,mpst-1,ubiquitous
WBGene00008411,mans-1,ubiquitous
WBGene00008414,D2030.4,ubiquitous
WBGene00008419,wdr-23,ubiquitous
WBGene00008420,D2030.11,ubiquitous
WBGene00008423,D2045.5,reproductive-system
WBGene00008424,D2045.7,ubiquitous
WBGene00008429,etc-1,ubiquitous
WBGene00008434,D2089.3,ubiquitous
WBGene00008451,cest-3,intestine
WBGene00008452,mrps-5,ubiquitous
WBGene00008454,E02A10.4,nervous-system
WBGene00008455,E02H1.1,ubiquitous
WBGene00008457,E02H1.5,ubiquitous
WBGene00008460,E02H4.2,nervous-system
WBGene00008464,E02H4.6,reproductive-system
WBGene00008470,E03H4.2,nervous-system
WBGene00008475,oac-13,nervous-system
WBGene00008479,glct-2,nervous-system
WBGene00008480,eif-2A,ubiquitous
WBGene00008490,F01D4.8,nervous-system
WBGene00008493,F01D5.2,intestine
WBGene00008494,F01D5.3,intestine
WBGene00008497,F01D5.7,reproductive-system
WBGene00008505,F01G4.6,ubiquitous
WBGene00008506,tkt-1,ubiquitous
WBGene00008508,F01G10.5,reproductive-system
WBGene00008514,mrpl-44,ubiquitous
WBGene00008516,F02C12.2,nervous-system
WBGene00008518,irld-2,nervous-system
WBGene00008520,F02D8.1,nervous-system
WBGene00008524,F02D10.3,muscular-system
WBGene00008527,set-8,nervous-system
WBGene00008532,dpt-1,ubiquitous
WBGene00008533,F02E9.10,ubiquitous
WBGene00008538,sqrd-1,ubiquitous
WBGene00008539,F02H6.6,nervous-system
WBGene00008545,F07A11.1,nervous-system
WBGene00008546,gfat-1,ubiquitous
WBGene00008548,F07A11.5,intestine
WBGene00008550,F07B10.4,nervous-system
WBGene00008552,srsx-31,nervous-system
WBGene00008555,F07C6.4,ubiquitous
WBGene00008560,pho-13,intestine
WBGene00008561,F07H5.10,reproductive-system
WBGene00008567,acox-1.4,intestine
WBGene00008568,F08A8.5,intestine
WBGene00008569,fbxa-101,reproductive-system
WBGene00008576,F08G2.4,ubiquitous
WBGene00008579,F08G2.8,nervous-system
WBGene00008583,ugt-65,intestine
WBGene00008586,snrp-40.1,ubiquitous
WBGene00008588,F08G12.5,ubiquitous
WBGene00008593,clec-227,intestine
WBGene00008595,clec-56,intestine
WBGene00008596,clec-54,intestine
WBGene00008597,clec-55,intestine
WBGene00008603,F09B9.4,muscular-system
WBGene00008609,F09B12.5,nervous-system
WBGene00008613,fbxb-69,nervous-system
WBGene00008615,ifas-2,muscular-system
WBGene00008616,fbxa-44,muscular-system
WBGene00008617,F09C6.3,nervous-system
WBGene00008622,F09C8.2,ubiquitous
WBGene00008624,crld-1,ubiquitous
WBGene00008625,scl-14,intestine
WBGene00008627,hpx-2,epithelial-system
WBGene00008630,nhr-175,nervous-system
WBGene00008633,fbxa-18,intestine
WBGene00008637,F10A3.12,nervous-system
WBGene00008640,F10B5.3,nervous-system
WBGene00008646,F10C2.5,reproductive-system
WBGene00008659,clec-151,reproductive-system
WBGene00008665,ercc-1,ubiquitous
WBGene00008666,F10G8.8,nervous-system
WBGene00008673,F11A5.5,epithelial-system
WBGene00008678,stdh-2,intestine
WBGene00008680,F11A5.15,nervous-system
WBGene00008682,lex-1,ubiquitous
WBGene00008686,F11A10.5,ubiquitous
WBGene00008687,F11A10.6,ubiquitous
WBGene00008688,rbm-34,ubiquitous
WBGene00008690,F11C1.1,ubiquitous
WBGene00008693,F11C1.4,nervous-system
WBGene00008696,clec-255,nervous-system
WBGene00008699,F11D11.4,reproductive-system
WBGene00008703,clec-251,nervous-system
WBGene00008708,F11E6.4,nervous-system
WBGene00008709,F11E6.6,intestine
WBGene00008711,F11E6.8,nervous-system
WBGene00008716,F11F1.4,nervous-system
WBGene00008720,F12F6.1,ubiquitous
WBGene00008724,F13A7.1,reproductive-system
WBGene00008725,F13A7.7,reproductive-system
WBGene00008729,F13B12.1,ubiquitous
WBGene00008737,gnrr-7,coelomic-system
WBGene00008741,ctsa-1.2,ubiquitous
WBGene00008745,F13E6.1,ubiquitous
WBGene00008746,F13E6.2,nervous-system
WBGene00008749,plpp-1.3,ubiquitous
WBGene00008751,fipr-14,coelomic-system
WBGene00008753,F13E9.4,reproductive-system
WBGene00008754,F13E9.5,reproductive-system
WBGene00008758,F13E9.9,reproductive-system
WBGene00008759,F13E9.10,reproductive-system
WBGene00008763,F13G3.3,nervous-system
WBGene00008765,ttx-7,ubiquitous
WBGene00008766,F13G3.6,ubiquitous
WBGene00008769,mrpl-13,ubiquitous
WBGene00008772,irld-4,muscular-system
WBGene00008774,F13H10.3,ubiquitous
WBGene00008775,mogs-1,ubiquitous
WBGene00008779,F14B4.1,ubiquitous
WBGene00008780,hxk-1,ubiquitous
WBGene00008784,F14B6.3,epithelial-system
WBGene00008787,F14B6.6,intestine
WBGene00008793,F14D7.6,intestine
WBGene00008795,F14D7.8,nervous-system
WBGene00008796,F14D7.9,epithelial-system
WBGene00008798,F14D7.11,nervous-system
WBGene00008799,F14E5.1,intestine
WBGene00008800,F14E5.2,ubiquitous
WBGene00008804,acp-4,nervous-system
WBGene00008807,F14F3.4,nervous-system
WBGene00008810,cyp-13A12,epithelial-system
WBGene00008812,F14F7.5,nervous-system
WBGene00008815,srz-103,nervous-system
WBGene00008821,best-12,reproductive-system
WBGene00008831,F14H3.12,intestine
WBGene00008837,sre-38,muscular-system
WBGene00008838,F15A4.2,reproductive-system
WBGene00008839,sre-37,nervous-system
WBGene00008840,F15A4.5,nervous-system
WBGene00008841,phat-8,nervous-system
WBGene00008843,arrd-9,muscular-system
WBGene00008849,try-10,intestine
WBGene00008852,ubql-1,ubiquitous
WBGene00008853,clec-101,nervous-system
WBGene00008854,F15D3.4,reproductive-system
WBGene00008855,F15D3.5,intestine
WBGene00008857,timm-23,ubiquitous
WBGene00008858,pals-1,nervous-system
WBGene00008860,romo-1,ubiquitous
WBGene00008865,F15G9.1,ubiquitous
WBGene00008874,F15H10.7,nervous-system
WBGene00008876,F16A11.1,ubiquitous
WBGene00008879,F16B12.1,coelomic-system
WBGene00008880,F16B12.4,ubiquitous
WBGene00008882,F16B12.6,ubiquitous
WBGene00008884,nhr-281,nervous-system
WBGene00008892,clec-246,muscular-system
WBGene00008898,F16H6.8,muscular-system
WBGene00008899,F16H6.9,intestine
WBGene00008901,nhr-27,nervous-system
WBGene00008902,phf-32,nervous-system
WBGene00008908,F17B5.4,epithelial-system
WBGene00008911,F17C8.6,nervous-system
WBGene00008912,F17C8.7,reproductive-system
WBGene00008920,eef-1G,ubiquitous
WBGene00008921,ctf-4,ubiquitous
WBGene00008925,F17H10.1,intestine
WBGene00008928,F17H10.4,muscular-system
WBGene00008930,F18A11.3,ubiquitous
WBGene00008937,srt-43,nervous-system
WBGene00008939,F18H3.1,ubiquitous
WBGene00008946,F19B2.7,coelomic-system
WBGene00008948,F19B6.1,ubiquitous
WBGene00008949,F19B6.3,reproductive-system
WBGene00008950,wht-5,reproductive-system
WBGene00008951,F19C6.2,ubiquitous
WBGene00008959,F19H6.4,reproductive-system
WBGene00008961,F19H6.6,nervous-system
WBGene00008963,F19H8.2,nervous-system
WBGene00008969,cdc-50.B,intestine
WBGene00008970,F20C5.5,nervous-system
WBGene00008972,F20C5.7,nervous-system
WBGene00008973,flwr-1,ubiquitous
WBGene00008974,tbc-1,ubiquitous
WBGene00008975,F20D1.3,ubiquitous
WBGene00008978,cutl-3,nervous-system
WBGene00008980,emre-1,ubiquitous
WBGene00008981,srz-48,nervous-system
WBGene00008988,F20G2.5,intestine
WBGene00008989,F20G2.6,nervous-system
WBGene00008990,smgl-1,ubiquitous
WBGene00008991,F20G4.2,reproductive-system
WBGene00008994,F21A3.4,reproductive-system
WBGene00009005,F21C3.6,reproductive-system
WBGene00009007,otub-3,ubiquitous
WBGene00009009,F21D5.4,intestine
WBGene00009010,F21D5.5,ubiquitous
WBGene00009011,F21D5.6,ubiquitous
WBGene00009012,F21D5.7,ubiquitous
WBGene00009013,mrps-33,ubiquitous
WBGene00009015,F21D9.1,reproductive-system
WBGene00009021,F21D9.8,nervous-system
