Geneid	Chr	Start	End	Strand	Length	elt2D_sorted_1	elt2D_sorted_2	elt2D_sorted_3	elt2D_sorted_4	elt2Delt7D_sorted_1	elt2Delt7D_sorted_2	elt2Delt7D_sorted_3	wt_sorted_1	wt_sorted_2	wt_sorted_3	wt_sorted_4	elt7D_sorted_1	elt7D_sorted_2	elt7D_sorted_3
WBGene00019824	IV	253571	253694	-	124	8	13	7	4	11	8	3	17	10	10	11	8	5	11
WBGene00019825	IV	255966	256056	-	91	1	4	3	1	2	5	1	4	7	5	6	2	4	2
WBGene00001071	IV	257384	257502	-	119	1	0	0	0	1	0	0	0	2	2	1	1	1	0
WBGene00020647	IV;IV	259970;259989	260199;260199	-;-	230	41	67	37	40	66	79	27	90	69	79	85	46	34	28
WBGene00003932	IV	261886	262008	-	123	49	83	60	54	113	70	29	120	101	125	114	45	31	30
WBGene00020651	IV	268272	268322	+	51	11	13	10	14	47	49	6	51	33	42	71	33	19	26
WBGene00020649	IV;IV	279816;279816	279940;279940	+;+	125	16	24	15	26	16	19	6	56	44	52	46	15	29	16
WBGene00206487	IV	287030	287212	+	183	8	7	7	12	3	8	2	16	14	7	16	4	5	6
WBGene00045177	IV	287305	287343	-	39	0	0	0	2	3	3	0	4	1	4	9	1	1	2
WBGene00019298	IV;IV;IV	292429;292429;292433	292645;292645;292645	-;-;-	217	707	992	642	736	767	626	360	1236	1484	1348	1364	761	504	663
WBGene00019300	IV	310932	311232	+	301	49	90	44	37	94	55	38	121	127	79	122	69	38	39
WBGene00019299	IV	311512	311551	-	40	0	0	0	0	1	3	0	2	0	1	1	0	0	0
WBGene00001099	IV	315056	315118	-	63	7	8	2	10	1	4	2	18	9	12	13	12	3	8
WBGene00017578	IV	330450	330631	+	182	0	0	0	0	7	1	2	6	11	13	15	1	6	4
WBGene00000675	IV;IV	325437;325437	325518;325518	-;-	82	4	3	3	1	27	24	14	7	5	23	11	6	7	13
WBGene00017577	IV	334313	334385	+	73	0	0	0	0	0	0	0	0	0	0	1	0	0	0
WBGene00017574	IV	334809	334889	-	81	8	11	3	11	12	7	8	51	41	54	61	33	15	14
WBGene00017576	IV;IV	358883;358883	358976;358976	+;+	94	0	0	0	0	0	1	0	0	0	1	0	0	0	1
WBGene00022048	IV;IV;IV;IV;IV;IV;IV;IV;IV;IV;IV;IV;IV;IV;IV;IV;IV;IV;IV;IV;IV	359204;359239;359239;359239;359239;359239;359239;359239;359239;359239;359239;359239;359239;359239;359239;359239;359239;359239;359239;359239;370229	359583;359583;359583;359583;359583;359583;359583;359583;359583;359583;359583;359583;359583;359583;359583;359583;359583;359583;359583;359583;370362	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	514	320	550	331	424	538	420	470	328	277	348	247	157	115	124
WBGene00004981	IV	379898	380017	-	120	17	11	9	18	16	17	13	19	19	33	30	9	9	12
WBGene00004493	IV;IV;IV;IV;IV	386550;386550;386550;386550;386581	386605;386606;386607;386564;386599	+;+;+;+;+	58	513	906	563	602	1015	1157	192	1131	968	983	1236	786	580	737
WBGene00044789	IV	387607	387949	+	343	131	225	139	212	235	273	251	244	206	240	212	132	124	94
WBGene00020300	IV;IV;IV	388500;388500;388500	388653;388713;388733	+;+;+	234	38	42	33	36	41	51	24	70	61	68	71	39	31	22
WBGene00001338	IV	388686	388758	-	73	3	1	3	3	6	4	0	6	8	5	7	3	6	2
WBGene00020298	IV	393039	393158	+	120	21	42	25	32	48	59	19	45	44	49	58	21	20	18
WBGene00045249	IV	393156	393233	-	78	16	18	8	13	24	16	5	24	24	18	37	20	20	18
WBGene00020297	IV;IV;IV;IV	396249;396249;396249;396550	396441;396436;396420;396554	+;+;+;+	198	602	1060	544	721	1114	1036	1064	1178	1377	1200	959	1327	1198	1135
WBGene00020296	IV	398921	399095	+	175	20	18	12	14	15	29	5	46	32	33	34	12	20	15
WBGene00001666	IV	404484	405346	+	863	21	38	24	37	67	47	21	65	49	81	73	29	21	17
WBGene00002187	IV	405621	405947	-	327	97	138	65	117	175	130	36	212	170	205	238	79	62	69
WBGene00020299	IV	415505	415615	+	111	13	16	17	21	21	30	10	29	22	20	35	35	17	15
WBGene00001332	IV;IV;IV;IV	415635;415638;416868;416868	415776;415776;417080;417080	-;-;-;-	355	10	10	4	8	14	4	3	11	9	25	12	4	4	4
WBGene00000913	IV	419938	420425	-	488	36	61	37	46	64	67	34	66	56	93	70	39	33	22
WBGene00022046	IV;IV	426953;426953	427204;427204	+;+	252	82	101	69	78	172	117	47	210	159	214	197	105	82	76
WBGene00022047	IV	428070	428250	-	181	10	9	3	22	0	0	0	20	10	11	10	6	4	8
WBGene00002041	IV;IV;IV	429214;429214;429214	429276;429276;429276	-;-;-	63	24	17	23	19	19	10	2	22	22	20	24	15	14	7
WBGene00022045	IV	444697	444783	+	87	4	13	4	2	12	18	7	30	20	17	19	12	9	4
WBGene00022044	IV;IV	448247;448247	448439;448425	+;+	193	26	32	13	20	33	19	9	35	45	43	41	11	7	10
WBGene00019772	IV	457026	457099	+	74	5	22	15	17	36	25	25	3	10	4	5	5	9	9
WBGene00019773	IV;IV	458032;458032	458062;458062	-;-	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00019774	IV;IV	461292;461326	461515;461515	-;-	224	7	18	8	9	20	17	10	18	27	24	18	13	9	7
WBGene00021012	IV;IV;IV;IV	506737;506740;506740;506740	507057;507057;507057;507057	-;-;-;-	321	10	5	4	4	19	9	12	9	12	15	8	3	2	1
WBGene00000213	IV;IV	520214;520214	520285;520285	-;-	72	0	0	0	0	0	0	0	1	0	0	1	2	0	0
WBGene00021010	IV	526389	526479	+	91	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00001625	IV	535689	535703	+	15	0	0	0	0	1	2	0	0	0	0	3	0	0	0
WBGene00018924	IV;IV	553187;553187	553231;553231	+;+	45	5	6	1	2	12	5	6	19	16	31	13	8	3	4
WBGene00001165	IV	567847	568076	+	230	6	13	10	5	17	11	13	29	21	21	23	3	10	12
WBGene00018925	IV;IV;IV	568372;568373;568373	568473;568473;568473	-;-;-	102	9	18	9	10	16	13	6	33	14	20	22	14	7	13
WBGene00001579	IV;IV	583352;583352	583577;583577	+;+	226	36	49	34	40	50	46	46	63	40	57	47	14	19	15
WBGene00018926	IV	580283	580341	-	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00189987	IV	583813	583839	-	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00015996	IV	589030	589111	-	82	0	1	3	1	3	2	0	2	0	6	1	0	0	0
WBGene00015994	IV	595168	595233	+	66	0	1	1	0	0	0	0	0	0	0	0	0	0	0
WBGene00015997	IV;IV	595722;595723	595760;595760	-;-	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00044457	IV	598733	598771	+	39	1	0	1	0	1	0	0	8	4	4	7	4	1	5
WBGene00015998	IV	599449	599504	-	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00002140	IV;IV;IV;IV	613102;613102;613720;613822	613127;613102;614021;614000	+;+;+;+	328	14	24	18	24	32	38	27	19	14	8	11	8	6	6
WBGene00015993	IV;IV;IV	620739;620739;620739	620925;620925;620925	+;+;+	187	52	50	31	48	143	87	26	166	221	201	199	77	53	63
WBGene00015497	IV	633845	633954	+	110	0	3	2	3	5	4	1	8	5	2	3	4	2	3
WBGene00019665	IV	651793	651994	+	202	2	10	5	4	6	8	8	12	13	18	10	5	3	6
WBGene00019658	IV	652130	652246	-	117	11	6	8	5	9	4	4	15	13	10	17	3	5	5
WBGene00004427	IV	653436	653537	-	102	1033	1715	1074	1181	2515	2522	524	2505	2254	2345	2517	2238	1768	2162
WBGene00019664	IV;IV;IV;IV;IV	655830;658425;658425;658425;658425	655883;658604;658604;658598;658598	+;+;+;+;+	234	80	138	58	78	89	107	55	81	77	62	72	33	50	38
WBGene00019663	IV	666608	666917	+	310	228	421	278	336	507	418	327	825	682	920	800	410	273	263
WBGene00019659	IV;IV;IV	671634;672010;672151	671956;672107;672215	-;-;-	486	45	66	33	44	21	36	12	24	48	33	51	20	27	19
WBGene00019660	IV	674036	674093	-	58	95	116	81	90	89	80	39	15	9	11	15	10	6	12
WBGene00044458	IV	676662	676687	+	26	3	6	4	2	0	0	0	1	0	0	0	0	0	0
WBGene00018256	IV	688144	688336	+	193	1	2	0	0	2	0	0	0	0	1	1	0	0	2
WBGene00021950	IV;IV	698761;698774	698807;698807	-;-	47	4	10	5	4	7	7	2	20	19	25	18	8	9	3
WBGene00044459	IV;IV	719766;719766	719815;719815	-;-	50	0	1	1	1	0	0	1	4	0	11	1	2	1	0
WBGene00021948	IV;IV;IV;IV;IV;IV;IV;IV	752929;752929;752929;752929;752929;752929;752929;752929	753316;753316;753316;753316;753316;753316;753316;753316	+;+;+;+;+;+;+;+	388	54	76	68	43	80	69	66	144	120	146	133	79	82	40
WBGene00001788	IV	762296	762342	+	47	10	19	10	13	26	17	13	66	29	39	38	29	20	15
WBGene00000677	IV	762416	762452	-	37	111	165	110	126	318	254	84	290	285	492	296	205	123	156
WBGene00018928	IV	764078	764177	-	100	1	2	2	1	2	5	0	6	3	10	8	3	2	2
WBGene00018932	IV;IV	776544;776544	776655;776628	+;+	112	3	6	2	6	8	5	0	4	12	5	7	8	6	5
WBGene00018931	IV	784122	784182	+	61	1	2	0	0	0	0	0	1	0	1	0	0	3	0
WBGene00004824	IV;IV;IV;IV;IV	786234;786274;786283;786283;786300	786323;786323;786454;786454;786323	-;-;-;-;-	221	22	18	6	8	19	13	6	22	15	11	29	10	9	5
WBGene00018930	IV	790736	790835	+	100	0	0	0	1	1	0	0	0	0	0	0	0	0	0
WBGene00018935	IV	794632	794751	-	120	23	40	15	28	38	45	13	50	53	60	52	23	14	23
WBGene00018934	IV;IV	795755;795824	795817;795948	-;-	188	41	66	46	60	74	72	56	110	72	79	80	93	56	58
WBGene00001154	IV	799321	799922	+	602	18	39	20	31	30	21	15	43	31	25	34	15	12	11
WBGene00021935	IV	804271	804547	+	277	7	9	5	7	11	9	1	6	8	6	7	6	4	2
WBGene00185088	IV	806154	806236	+	83	4	4	5	0	0	0	1	4	7	3	5	3	0	1
WBGene00021936	IV	807439	808673	-	1235	55	72	55	87	119	101	76	101	102	104	143	81	54	47
WBGene00021942	IV	830359	830390	-	32	0	1	0	1	3	4	0	7	1	7	3	2	0	0
WBGene00044742	IV;IV	832829;833116	833044;833329	+;+	430	10	10	5	9	16	14	6	14	8	7	14	4	4	13
WBGene00021943	IV;IV;IV	835033;835033;835033	835776;835776;835776	-;-;-	744	22	29	19	18	33	30	33	29	33	29	18	20	23	15
WBGene00021945	IV;IV	849269;849269	849405;849405	-;-	137	4	4	6	3	11	5	4	3	7	4	9	0	3	5
WBGene00044757	IV	856836	856846	+	11	0	0	0	0	0	0	0	3	4	2	5	3	0	1
WBGene00021939	IV;IV;IV;IV	874530;874530;874530;874530	874724;874724;874724;874724	+;+;+;+	195	3	2	2	0	2	1	1	1	4	1	0	1	4	1
WBGene00021938	IV	881836	881910	+	75	1	0	1	2	1	1	0	0	0	0	0	0	0	1
WBGene00007007	IV;IV	889895;889895	890175;890200	+;+	306	199	271	194	232	211	204	209	383	369	291	251	159	157	115
WBGene00019069	IV	939563	939667	+	105	0	4	3	7	7	4	1	14	8	7	4	3	4	2
WBGene00019068	IV	940017	940074	-	58	0	1	0	3	1	2	0	4	2	2	4	2	0	2
WBGene00004047	IV;IV;IV;IV;IV;IV	983710;983710;983710;983710;983710;983710	984392;984060;984060;984060;984060;984060	+;+;+;+;+;+	683	33	40	28	25	57	47	32	55	40	27	40	48	45	31
WBGene00043705	IV	984405	984753	-	349	3	3	1	2	5	5	1	0	2	1	4	1	1	0
WBGene00002278	IV;IV;IV;IV	996078;996078;997632;997632	996084;996084;998348;998348	+;+;+;+	724	4	10	7	3	18	14	3	11	6	17	11	10	5	9
WBGene00021923	IV	1003499	1003639	+	141	4	5	5	9	13	7	4	7	9	9	7	4	2	4
WBGene00021925	IV;IV	1003600;1003602	1003651;1003651	-;-	52	1	1	2	2	2	1	1	3	0	5	4	1	1	0
WBGene00021926	IV;IV	1006083;1006091	1006320;1006320	-;-	238	14	30	21	18	31	10	8	37	13	23	26	15	8	7
WBGene00021922	IV;IV	1012432;1012432	1012502;1012444	+;+	71	9	15	20	23	25	18	5	33	24	22	24	10	8	14
WBGene00021921	IV;IV;IV;IV	1019269;1019269;1019269;1019269	1019558;1019558;1019558;1019558	+;+;+;+	290	27	37	18	20	36	26	33	26	25	25	21	14	9	9
WBGene00021927	IV	1027787	1027947	-	161	14	25	14	16	14	14	7	21	18	26	14	9	7	11
WBGene00021928	IV	1038671	1038752	-	82	1	3	1	2	4	2	0	3	3	1	5	3	0	3
WBGene00005903	IV	1049224	1049506	+	283	0	0	0	0	1	0	0	0	1	0	4	0	0	0
WBGene00021929	IV	1052524	1052968	-	445	57	93	54	62	88	79	102	87	53	45	72	50	50	36
WBGene00021930	IV	1055023	1055083	-	61	29	28	22	35	60	54	11	96	77	83	69	36	21	29
WBGene00021920	IV;IV	1057515;1057515	1057619;1057620	+;+	106	24	12	17	13	40	21	6	40	21	19	29	10	8	8
WBGene00021931	IV	1058695	1058844	-	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00000816	IV	1077463	1077914	-	452	6	14	7	9	27	30	2	24	17	18	16	20	11	17
WBGene00021934	IV;IV	1087095;1087575	1087811;1087811	-;-	717	124	183	108	182	212	173	176	188	126	172	149	98	73	80
WBGene00021933	IV	1096499	1096723	+	225	7	8	5	6	10	7	8	11	4	6	13	6	5	0
WBGene00021932	IV;IV;IV	1102871;1102871;1102942	1102885;1102980;1102954	+;+;+	110	0	1	0	0	3	1	1	0	2	0	1	2	0	0
WBGene00003893	IV;IV;IV;IV	1110568;1110568;1110568;1110568	1110856;1110856;1110856;1110856	+;+;+;+	289	236	402	240	346	1147	962	752	277	315	354	310	163	168	168
WBGene00016638	IV	1121457	1121581	-	125	0	1	0	0	0	0	1	0	0	2	0	0	0	0
WBGene00016636	IV	1128753	1128848	+	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00016639	IV;IV;IV;IV	1128964;1128964;1128964;1128964	1129147;1129147;1129147;1129147	-;-;-;-	184	0	2	0	0	1	1	2	0	0	0	1	0	0	1
WBGene00016797	IV;IV;IV	1145681;1145681;1145683	1145903;1145903;1145903	-;-;-	223	2	5	1	3	6	3	1	3	7	5	4	6	3	2
WBGene00016798	IV;IV	1159637;1159637	1159689;1159689	-;-	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00016796	IV;IV;IV	1176676;1176676;1176676	1177776;1177776;1177776	+;+;+	1101	32	54	28	48	55	57	38	80	75	93	81	43	33	35
WBGene00022426	IV	1182791	1182837	+	47	1	2	2	2	0	2	1	1	3	1	0	1	2	1
WBGene00022428	IV	1186372	1186604	+	233	12	16	9	6	22	11	6	21	12	13	19	17	11	9
WBGene00007020	IV	1192911	1192977	+	67	3	3	4	5	11	6	0	16	16	13	13	8	7	3
WBGene00022427	IV;IV;IV	1201450;1201450;1201450	1201846;1201846;1201846	+;+;+	397	9	17	9	14	18	13	4	23	27	21	28	8	10	7
WBGene00001104	IV	1202651	1202696	-	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00021123	IV	1218271	1218527	+	257	12	21	13	22	18	24	17	16	21	23	16	10	21	13
WBGene00044463	IV	1219333	1219441	-	109	0	1	1	0	0	0	0	1	0	0	2	0	0	0
WBGene00021122	IV;IV	1227351;1227496	1227447;1227668	+;+	270	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00021121	IV	1230758	1230789	+	32	1	0	1	1	3	4	0	0	0	0	0	0	0	0
WBGene00009521	IV	1232872	1233531	-	660	53	94	62	62	102	83	98	84	82	105	99	52	44	54
WBGene00009522	IV	1244247	1244388	-	142	0	4	1	0	0	0	0	3	0	1	1	1	0	1
WBGene00009518	IV;IV	1249018;1249192	1249244;1249244	-;-	227	0	3	0	1	0	0	0	3	2	4	6	4	0	5
WBGene00009519	IV	1252388	1252470	+	83	0	1	1	0	0	0	0	0	0	0	0	3	0	0
WBGene00009526	IV	1264544	1264622	+	79	0	0	0	0	0	0	0	0	0	0	0	0	0	1
WBGene00009515	IV	1274290	1274425	+	136	0	0	0	0	0	2	0	0	0	1	0	1	0	0
WBGene00007476	IV;IV;IV;IV;IV;IV;IV	1276904;1276904;1276904;1276904;1277078;1277078;1277078	1277062;1277055;1277062;1277062;1277091;1277091;1277091	+;+;+;+;+;+;+	173	42	77	43	37	74	51	28	81	71	103	81	31	24	19
WBGene00022425	IV	1295727	1296897	+	1171	258	338	225	228	380	298	425	259	206	237	217	182	194	155
WBGene00018776	IV;IV;IV	1297222;1297283;1297283	1297399;1297399;1297399	-;-;-	178	11	24	13	13	25	17	8	34	34	26	53	11	14	9
WBGene00018778	IV;IV;IV	1327658;1327658;1327658	1328241;1328241;1328241	+;+;+	584	14	19	9	17	24	21	23	35	12	39	29	13	15	12
WBGene00018777	IV;IV	1339229;1339229	1339376;1339256	+;+	148	12	10	12	8	16	22	14	18	11	10	15	12	9	12
WBGene00019053	IV;IV;IV	1344353;1344464;1344694	1344413;1344644;1344798	+;+;+	347	0	0	0	0	0	1	0	0	0	0	0	1	0	0
WBGene00004338	IV	1352884	1352977	+	94	2	4	4	2	5	6	1	4	6	6	7	5	0	5
WBGene00000678	IV	1353636	1353700	-	65	3	6	10	6	11	7	0	6	13	11	10	6	4	9
WBGene00022423	IV;IV;IV;IV;IV;IV;IV;IV;IV	1399207;1399207;1399207;1399207;1399207;1399207;1399207;1399207;1399207	1399353;1399353;1399353;1399353;1399538;1399353;1399353;1399353;1399353	+;+;+;+;+;+;+;+;+	332	31	38	30	44	32	26	45	43	23	53	29	34	24	28
WBGene00022314	IV	1408060	1408131	+	72	6	8	4	6	5	8	2	10	8	9	5	6	6	6
WBGene00022309	IV;IV;IV	1408582;1408608;1408673	1408590;1408706;1408706	-;-;-	108	5	9	10	9	8	13	6	33	25	18	15	14	15	10
WBGene00022310	IV;IV;IV;IV	1410872;1411014;1411095;1411095	1411095;1411095;1411095;1411095	-;-;-;-	224	16	10	17	27	30	35	55	26	21	30	25	12	19	15
WBGene00002180	IV	1421649	1421770	+	122	3	7	1	3	6	2	2	6	8	9	5	8	10	1
WBGene00235267	IV	1429041	1429565	-	525	1	1	0	0	2	2	0	0	0	1	0	0	0	0
WBGene00000546	IV	1431272	1431319	-	48	2	1	1	0	1	0	1	0	0	0	0	0	0	0
WBGene00000547	IV;IV;IV	1435465;1435465;1435475	1435626;1435626;1435626	-;-;-	162	50	52	39	42	72	57	39	71	61	72	80	37	36	38
WBGene00022307	IV	1459364	1459521	+	158	24	36	20	18	44	30	5	58	34	35	56	25	13	14
WBGene00000680	IV	1459866	1459895	-	30	0	0	0	0	1	0	0	0	0	0	1	0	0	0
WBGene00022313	IV;IV;IV;IV;IV;IV	1461899;1461899;1461899;1461899;1461922;1461922	1462040;1462040;1462040;1462040;1462040;1462040	-;-;-;-;-;-	142	4	11	6	9	15	8	5	13	25	28	23	6	9	11
WBGene00003806	IV;IV	1490653;1490659	1490837;1490872	-;-	220	30	51	34	40	62	47	40	49	29	32	45	20	18	23
WBGene00022306	IV;IV;IV;IV;IV;IV;IV;IV;IV	1509676;1509676;1509676;1509676;1509676;1509676;1509676;1509676;1509676	1509965;1509965;1509965;1509965;1509965;1509965;1509965;1509965;1509965	+;+;+;+;+;+;+;+;+	290	45	76	57	73	105	99	60	82	73	98	82	88	60	50
WBGene00019368	IV	1515201	1515251	+	51	1	0	1	1	2	0	0	29	26	46	20	12	6	15
WBGene00044719	IV	1515510	1515527	-	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00016427	IV;IV;IV	1545296;1545296;1545300	1545535;1545535;1545535	-;-;-	240	6	14	11	8	11	17	17	6	10	17	7	9	11	7
WBGene00000681	IV	1549675	1549714	+	40	265	314	278	275	705	760	195	905	769	1308	773	521	352	452
WBGene00044073	IV	1552937	1553119	+	183	82	104	66	87	17	22	2	34	29	35	51	22	8	8
WBGene00016425	IV	1555468	1555567	+	100	2	1	0	0	1	0	0	0	1	0	1	0	0	2
WBGene00016424	IV;IV	1557527;1557527	1557560;1557555	+;+	34	5	5	3	3	7	3	0	3	1	4	10	2	3	1
WBGene00021519	IV	1561734	1561811	+	78	6	4	7	2	34	15	11	4	0	2	4	1	1	0
WBGene00021518	IV	1564005	1564076	+	72	52	107	58	59	90	84	15	50	40	36	30	13	8	12
WBGene00003794	IV;IV;IV	1567921;1568163;1590769	1568313;1568313;1590893	-;-;-	518	35	41	21	28	57	51	56	35	34	55	53	61	49	42
WBGene00021516	IV	1578721	1578889	+	169	0	1	2	0	3	1	1	1	1	1	1	2	0	2
WBGene00000416	IV;IV;IV	1601370;1601370;1601370	1601620;1601613;1601605	+;+;+	251	20	30	13	31	34	38	16	35	23	23	21	16	18	12
WBGene00021515	IV;IV	1605562;1605562	1605609;1605609	+;+	48	1	2	0	1	1	1	0	3	2	0	0	0	0	0
WBGene00021514	IV;IV	1608817;1608817	1608901;1608892	+;+	85	7	11	5	12	19	13	6	16	10	11	18	16	15	10
WBGene00001105	IV;IV;IV	1612879;1612879;1612879	1612915;1612915;1612915	+;+;+	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00003712	IV	1616751	1616766	+	16	0	0	0	1	4	3	0	7	5	2	6	0	2	3
WBGene00021521	IV	1617416	1617461	-	46	1	0	0	0	1	0	0	1	2	1	5	2	1	0
WBGene00003682	IV	1623728	1623739	+	12	0	0	0	0	0	0	1	0	0	0	0	0	0	0
WBGene00045255	IV	1630724	1630756	+	33	1	5	3	2	7	4	3	5	7	7	13	4	6	6
WBGene00021525	IV	1633207	1633257	+	51	0	0	0	0	0	0	0	0	0	2	2	0	0	0
WBGene00021522	IV	1637954	1638658	-	705	74	94	64	59	71	54	54	121	76	75	89	46	48	49
WBGene00004497	IV	1659957	1660011	+	55	2447	4332	3045	3480	8342	9982	1703	9243	8743	10397	10752	5928	4435	6019
WBGene00021512	IV;IV	1669481;1669481	1669707;1669683	+;+	227	5	13	6	8	8	8	7	10	9	14	10	4	8	5
WBGene00044618	IV;IV	1702744;1702744	1702820;1702820	+;+	77	0	0	0	1	0	0	0	0	0	0	0	0	0	1
WBGene00019538	IV	1708535	1708691	+	157	2	4	2	1	5	1	3	1	1	3	0	3	2	1
WBGene00003947	IV	1708804	1708903	-	100	36	135	104	109	145	114	95	86	66	104	114	66	57	55
WBGene00019537	IV;IV;IV;IV	1710396;1710396;1710566;1710922	1710647;1710405;1710802;1711127	+;+;+;+	613	1024	1716	1197	1187	1972	1766	2701	1510	1353	1813	1394	1619	1354	1469
WBGene00019540	IV	1722935	1723067	+	133	190	245	228	334	385	328	126	740	708	1289	708	565	492	518
WBGene00195004	IV	1727918	1727980	+	63	0	0	0	0	0	0	0	1	0	0	0	0	0	0
